;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;
ENSRNOG00000028658;Olig2;709.6060234;0.487144538;-1.037578206;0.470044382;-2.207404758;0.027285794;0.999244754;oligodendrocyte transcription factor 2;;;
ENSRNOG00000020401;Adcy4;121.6582931;3.024487719;1.596690802;0.723369458;2.207296404;0.027293358;0.999244754;adenylate cyclase 4;;;
ENSRNOG00000000648;Jmjd1c;7499.397712;1.373706023;0.458073297;0.207620173;2.206304377;0.027362695;0.999244754;jumonji domain containing 1C;;;
ENSRNOG00000011411;Adgrg6;421.7169962;0.33900201;-1.560634268;0.707388571;-2.206190956;0.027370632;0.999244754;adhesion G protein-coupled receptor G6;;;
ENSRNOG00000021962;Fzd2;307.1336281;0.57025201;-0.810328467;0.367490873;-2.205030186;0.027451976;0.999244754;frizzled class receptor 2;;;
ENSRNOG00000033261;Fam107a;32652.54608;0.616660914;-0.697450688;0.316426225;-2.204149444;0.027513836;0.999244754;family with sequence similarity 107; member A;;
ENSRNOG00000027049;Atp5mf;3456.300581;0.768772254;-0.379371827;0.172250871;-2.202437788;0.027634399;0.999244754;ATP synthase membrane subunit f;;;
ENSRNOG00000070089;LOC108352565;31.32183651;0.123612486;-3.016103619;1.369692863;-2.202029155;0.027663249;0.999244754;uncharacterized LOC108352565;;;
ENSRNOG00000057619;Hic1;56.92694028;3.137777524;1.649743066;0.750005453;2.199641429;0.027832345;0.999244754;HIC ZBTB transcriptional repressor 1;;;
ENSRNOG00000062651;NA;12.23365628;0.018950762;-5.721600298;2.601571007;-2.199286617;0.027857549;0.999244754;NA;;;
ENSRNOG00000011339;Slk;4338.919727;1.398709798;0.484096665;0.220163835;2.198801933;0.027892009;0.999244754;STE20-like kinase;;;
ENSRNOG00000026212;Micall1;1071.328103;0.557203825;-0.843722932;0.384018693;-2.197088184;0.028014149;0.999244754;MICAL-like 1;;;
ENSRNOG00000005960;RGD1311744;1434.59858;1.70952403;0.773594703;0.352114642;2.196996688;0.028020683;0.999244754;similar to RIKEN cDNA 5830475I06;;;
ENSRNOG00000048660;Haspin;55.64617686;0.313930244;-1.671484071;0.76088837;-2.196753344;0.028038067;0.999244754;histone H3 associated protein kinase;;;
ENSRNOG00000002349;Gabra2;8003.240068;1.404116732;0.48966288;0.222918748;2.196598014;0.028049168;0.999244754;gamma-aminobutyric acid type A receptor subunit alpha 2;;;
ENSRNOG00000030266;Plekhg2;279.8858769;2.029724327;1.021283797;0.465010775;2.196258349;0.028073457;0.999244754;pleckstrin homology and RhoGEF domain containing G2;;;
ENSRNOG00000005159;Fam135b;2774.124855;1.297310674;0.375524011;0.171016506;2.195834893;0.028103763;0.999244754;family with sequence similarity 135; member B;;
ENSRNOG00000002210;Hsd17b11;915.4223029;0.698662248;-0.517332908;0.235799061;-2.193956603;0.02823853;0.999244754;hydroxysteroid (17-beta) dehydrogenase 11;;;
ENSRNOG00000005569;Phospho1;492.426534;0.523495902;-0.933749851;0.425885708;-2.192489284;0.028344196;0.999244754;phosphoethanolamine/phosphocholine phosphatase 1;;;
ENSRNOG00000020136;Tgm1;9.929881355;0.020672826;-5.596120582;2.553140466;-2.191857698;0.028389783;0.999244754;transglutaminase 1;;;
ENSRNOG00000038445;Rnf225;8.041795524;0.01894973;-5.72167889;2.612294856;-2.190288312;0.028503334;0.999244754;ring finger protein 225;;;
ENSRNOG00000015603;Prkce;11034.67906;1.313871376;0.393824047;0.179988284;2.188053789;0.028665684;0.999244754;protein kinase C; epsilon;;
ENSRNOG00000016670;Pip4k2a;4173.693517;0.731496504;-0.451077126;0.206274987;-2.186775685;0.028758903;0.999244754;phosphatidylinositol-5-phosphate 4-kinase type 2 alpha;;;
ENSRNOG00000033251;Slc25a52;37.59489819;0.241846577;-2.047835977;0.93646397;-2.186774977;0.028758955;0.999244754;solute carrier family 25; member 52;;
ENSRNOG00000026306;Clec5a;25.571004;0.16264623;-2.620190715;1.198694088;-2.185871058;0.02882504;0.999244754;C-type lectin domain containing 5A;;;
ENSRNOG00000045829;Thbs1;214.4039071;3.136756116;1.649273364;0.75465557;2.185465036;0.028854767;0.999244754;thrombospondin 1;;;
ENSRNOG00000014797;Tmbim1;494.3473257;0.41983268;-1.252113624;0.573726992;-2.182420631;0.029078503;0.999244754;transmembrane BAX inhibitor motif containing 1;;;
ENSRNOG00000012645;Mecom;421.3948218;2.334846645;1.223327795;0.561323289;2.179364046;0.029304635;0.999244754;MDS1 and EVI1 complex locus;;;
ENSRNOG00000014347;Slc4a2;763.3788577;0.659591531;-0.60035522;0.275480208;-2.179304369;0.029309065;0.999244754;solute carrier family 4 member 2;;;
ENSRNOG00000051922;NA;679.6357502;1.862806382;0.89747773;0.412002654;2.178329973;0.029381479;0.999244754;NA;;;
ENSRNOG00000021244;Hspa12b;290.6694322;2.514814542;1.330452011;0.611207041;2.176761591;0.02949836;0.999244754;heat shock protein family A (Hsp70) member 12B;;;
ENSRNOG00000004730;Meis2;6990.992301;1.408625648;0.494288257;0.227222176;2.175352184;0.029603735;0.999244754;Meis homeobox 2;;;
ENSRNOG00000011040;Tomm70-ps1;1960.327104;1.345436269;0.428074054;0.196810771;2.175054;0.02962607;0.999244754;translocase of outer mitochondrial membrane 70; pseudogene 1;;
ENSRNOG00000063592;Lyve1;18.48515492;0.107489301;-3.217735028;1.47944011;-2.174968089;0.029632508;0.999244754;lymphatic vessel endothelial hyaluronan receptor 1;;;
ENSRNOG00000025742;Lmnb2;564.5149516;1.465655134;0.55154568;0.254020349;2.171265734;0.029911091;0.999244754;lamin B2;;;
ENSRNOG00000010794;Dennd3;606.7282112;1.509590802;0.594157537;0.273886218;2.169359019;0.030055438;0.999244754;DENN domain containing 3;;;
ENSRNOG00000016220;Rpl12;2027.489522;0.722801192;-0.468329209;0.215895249;-2.169242773;0.030064257;0.999244754;ribosomal protein L12;;;
ENSRNOG00000011619;Myo9a;7892.200194;1.262814102;0.336642276;0.155190269;2.169222836;0.03006577;0.999244754;myosin IXA;;;
ENSRNOG00000028158;Tex22;3041.0385;0.601197421;-0.734089274;0.338512248;-2.168575227;0.030114948;0.999244754;testis expressed 22;;;
ENSRNOG00000009219;Hepacam;2457.852131;0.669075077;-0.579759991;0.267443909;-2.16778162;0.030175306;0.999244754;hepatic and glial cell adhesion molecule;;;
ENSRNOG00000015845;Niban2;1738.955693;0.729456419;-0.455106307;0.210066582;-2.166485991;0.030274069;0.999244754;niban apoptosis regulator 2;;;
ENSRNOG00000010282;Ninj2;184.1835988;0.298181963;-1.745735101;0.806166746;-2.165476447;0.030351217;0.999244754;ninjurin 2;;;
ENSRNOG00000010853;Chrna7;998.3977469;1.430338214;0.516356324;0.238507471;2.164948213;0.030391651;0.999244754;cholinergic receptor nicotinic alpha 7 subunit;;;
ENSRNOG00000002730;Rgs5;2237.143234;1.990595185;0.993199859;0.458850168;2.16454069;0.030422877;0.999244754;regulator of G-protein signaling 5;;;
ENSRNOG00000018524;Ezr;3321.131212;0.716538347;-0.480884179;0.222511377;-2.1611667;0.030682465;0.999244754;ezrin;;;
ENSRNOG00000010217;Prrc2b;27920.87236;1.295729679;0.373764768;0.173204228;2.157942526;0.030932301;0.999244754;proline-rich coiled-coil 2B;;;
ENSRNOG00000025473;Tppp2;17.82333686;7.725499085;2.949628137;1.36699136;2.15775185;0.03094713;0.999244754;tubulin polymerization-promoting protein family member 2;;;
ENSRNOG00000022730;Zfp57;1054.715784;1.412460531;0.498210554;0.230957325;2.157154156;0.030993655;0.999244754;zinc finger protein 57;;;
ENSRNOG00000020904;Cdc42ep2;492.2502288;0.413308278;-1.274709837;0.590988246;-2.156912334;0.031012496;0.999244754;CDC42 effector protein 2;;;
ENSRNOG00000069239;Slc22a21;208.9335858;1.929731338;0.948400006;0.439977338;2.15556558;0.031117603;0.999244754;solute carrier family 22 (organic cation transporter); member 21;;
ENSRNOG00000009522;Adra1a;2594.217047;1.406921476;0.49254181;0.228627034;2.154346323;0.031213023;0.999244754;adrenoceptor alpha 1A;;;
ENSRNOG00000012804;C1qc;563.3004884;0.664744381;-0.589128417;0.273578663;-2.153415079;0.031286072;0.999244754;complement C1q C chain;;;
ENSRNOG00000056184;Lrp2;101.8608461;2.569778336;1.361643921;0.632737454;2.151988809;0.031398236;0.999244754;LDL receptor related protein 2;;;
ENSRNOG00000002879;Psen2;674.5862975;0.677598962;-0.561496431;0.261138719;-2.150184523;0.031540622;0.999244754;presenilin 2;;;
ENSRNOG00000014243;Pear1;238.866857;2.38467951;1.253795388;0.583168982;2.149969266;0.031557646;0.999244754;platelet endothelial aggregation receptor 1;;;
ENSRNOG00000016863;Pnma8b;28273.38106;1.274729904;0.350191594;0.162941769;2.149182469;0.031619938;0.999244754;PNMA family member 8B;;;
ENSRNOG00000049560;Glul;60741.65561;0.708098744;-0.497977537;0.231726147;-2.148991569;0.031635068;0.999244754;glutamate-ammonia ligase;;;
ENSRNOG00000029152;Tmem69;882.1680773;0.712533049;-0.488971163;0.227843202;-2.146086246;0.031866098;0.999244754;transmembrane protein 69;;;
ENSRNOG00000014361;Edn1;149.222331;2.402550651;1.264566847;0.589408524;2.145484488;0.03191413;0.999244754;endothelin 1;;;
ENSRNOG00000034174;Bpifb4;7.319730076;0.014212892;-6.136656067;2.860568746;-2.145257329;0.031932278;0.999244754;BPI fold containing family B; member 4;;
ENSRNOG00000050190;Eng;1125.540323;2.00965181;1.006945563;0.469548475;2.144497568;0.03199304;0.999244754;endoglin;;;
ENSRNOG00000066159;Cpm;805.0831055;0.455795406;-1.133541711;0.528771684;-2.143726197;0.032054832;0.999244754;carboxypeptidase M;;;
ENSRNOG00000020178;Cope;1459.623743;0.730678854;-0.452690639;0.211278109;-2.14262917;0.032142887;0.999244754;COPI coat complex subunit epsilon;;;
ENSRNOG00000003790;Mael;13.71472484;0.025266539;-5.306628109;2.477685483;-2.141768253;0.032212135;0.999244754;maelstrom spermatogenic transposon silencer;;;
ENSRNOG00000011009;Cmtm4;1680.985886;1.330566829;0.412040973;0.192435172;2.141193671;0.032258423;0.999244754;CKLF-like MARVEL transmembrane domain containing 4;;;
ENSRNOG00000022455;Cptp;904.815609;0.718563854;-0.476811729;0.222695311;-2.141094609;0.032266409;0.999244754;ceramide-1-phosphate transfer protein;;;
ENSRNOG00000031579;LOC100363469;1630.929858;0.704941212;-0.504425144;0.236061818;-2.136834952;0.032611418;0.999244754;ribosomal protein S24-like;;;
ENSRNOG00000061176;Nudt3;9222.660574;0.754304155;-0.406781721;0.190388256;-2.136590404;0.032631321;0.999244754;nudix hydrolase 3;;;
ENSRNOG00000003984;Apln;1152.786679;0.606776305;-0.720763346;0.337466248;-2.135808692;0.03269501;0.999244754;apelin;;;
ENSRNOG00000024125;Slain1;2298.480801;0.52819683;-0.920852451;0.431440654;-2.134366434;0.032812797;0.999244754;SLAIN motif family; member 1;;
ENSRNOG00000016388;Sphkap;6377.296746;1.280575692;0.356792529;0.167180689;2.134173099;0.032828614;0.999244754;SPHK1 interactor; AKAP domain containing;;
ENSRNOG00000012736;Znrd2;777.7417308;0.706339891;-0.501565519;0.235200616;-2.13250087;0.032965693;0.999244754;zinc ribbon domain containing 2;;;
ENSRNOG00000013328;Rbpms;134.2508949;3.182286804;1.670063865;0.783372609;2.131889531;0.033015929;0.999244754;RNA binding protein; mRNA processing factor;;
ENSRNOG00000013516;Sf3b1;14886.92704;1.272114895;0.347228978;0.162962914;2.13072391;0.033111894;0.999244754;splicing factor 3b; subunit 1;;
ENSRNOG00000003228;Mid1ip1;1848.608944;0.660996598;-0.597285248;0.280542267;-2.129038362;0.033251087;0.999244754;MID1 interacting protein 1;;;
ENSRNOG00000057620;Slc6a8;4078.433393;0.718448587;-0.477043175;0.224093706;-2.128766507;0.033273583;0.999244754;solute carrier family 6 member 8;;;
ENSRNOG00000046972;Chrm2;1645.454986;1.419421531;0.505303095;0.237560755;2.127047854;0.033416107;0.999244754;cholinergic receptor; muscarinic 2;;
ENSRNOG00000013089;Kif13b;2264.169169;0.643577015;-0.635815292;0.299001982;-2.126458455;0.033465105;0.999244754;kinesin family member 13B;;;
ENSRNOG00000069578;Hist1h2bq;1497.66691;0.656449805;-0.607243394;0.285727201;-2.125255813;0.033565273;0.999244754;histone cluster 1 H2B family member Q;;;
ENSRNOG00000000156;Megf6;126.5715697;2.821521595;1.496473391;0.705553523;2.120992019;0.033922474;0.999244754;multiple EGF-like-domains 6;;;
ENSRNOG00000031232;Nrp2;2435.178425;1.416316662;0.502143862;0.236851309;2.120080585;0.03399925;0.999244754;neuropilin 2;;;
ENSRNOG00000023312;Lonrf2;8007.245105;1.252467981;0.324773722;0.153239401;2.119387826;0.034057705;0.999244754;LON peptidase N-terminal domain and ring finger 2;;;
ENSRNOG00000019960;Ino80e;1731.580344;0.701657765;-0.51116057;0.241293673;-2.118416794;0.034139785;0.999244754;INO80 complex subunit E;;;
ENSRNOG00000027960;Acot3;379.9797848;1.564038318;0.645275858;0.304934921;2.116110075;0.034335447;0.999244754;acyl-CoA thioesterase 3;;;
ENSRNOG00000010299;Eps15;13792.73238;0.749367245;-0.416255177;0.196760537;-2.115541984;0.034383781;0.999244754;epidermal growth factor receptor pathway substrate 15;;;
ENSRNOG00000066582;LOC108352541;364.4512572;0.57827777;-0.790165452;0.373666143;-2.114629506;0.034461537;0.999244754;uncharacterized LOC108352541;;;
ENSRNOG00000067086;Calm2;49014.16186;0.770132739;-0.376820966;0.17820756;-2.114506066;0.034472067;0.999244754;calmodulin 2;;;
ENSRNOG00000017581;C2h5orf34;162.9959495;0.529755491;-0.916601457;0.433993136;-2.112018326;0.034684877;0.999244754;similar to human chromosome 5 open reading frame 34;;;
ENSRNOG00000003827;Wipi1;2284.221681;0.700838847;-0.51284535;0.243149264;-2.109179116;0.034929124;0.999244754;WD repeat domain; phosphoinositide interacting 1;;
ENSRNOG00000058393;Taf15;4781.437435;1.26531184;0.339492986;0.16103276;2.108223102;0.035011696;0.999244754;TATA-box binding protein associated factor 15;;;
ENSRNOG00000003258;Cdc73;1581.469301;1.365802296;0.449748664;0.213360585;2.107927592;0.035037253;0.999244754;cell division cycle 73;;;
ENSRNOG00000008620;Smad3;2677.373426;1.381581478;0.466320647;0.221317888;2.107017428;0.035116069;0.999244754;SMAD family member 3;;;
ENSRNOG00000050445;Gde1;4644.991909;0.757627251;-0.400439871;0.190149383;-2.105922533;0.035211082;0.999244754;glycerophosphodiester phosphodiesterase 1;;;
ENSRNOG00000006019;G0s2;164.2131395;0.537882652;-0.894636636;0.424974728;-2.105152561;0.03527803;0.999244754;G0/G1switch 2;;;
ENSRNOG00000064984;Plscr2;128.642056;2.437370647;1.285325656;0.610563247;2.105147441;0.035278476;0.999244754;phospholipid scramblase 2;;;
ENSRNOG00000020102;Sirt2;6059.8282;0.675658386;-0.565634092;0.26878488;-2.104411873;0.035342535;0.999244754;sirtuin 2;;;
ENSRNOG00000007097;Gpatch3;127.8297526;0.48890396;-1.032377004;0.490949366;-2.102817676;0.03548171;0.999244754;G patch domain containing 3;;;
ENSRNOG00000008432;Slc22a5;530.5945374;1.507219299;0.591889343;0.28153741;2.102347054;0.035522886;0.999244754;solute carrier family 22 member 5;;;
ENSRNOG00000001047;Map2k7;2154.136441;0.748843423;-0.417264001;0.198520124;-2.101872558;0.035564441;0.999244754;mitogen activated protein kinase kinase 7;;;
ENSRNOG00000025676;Gask1a;150.3680592;0.398578523;-1.327064122;0.631755198;-2.10059866;0.035676212;0.999244754;golgi associated kinase 1A;;;
ENSRNOG00000008754;Flvcr2;182.8233922;2.262053795;1.177633239;0.560782224;2.099983181;0.035730321;0.999244754;FLVCR choline and putative heme transporter 2;;;
ENSRNOG00000014013;Map4k4;8027.312374;0.635021577;-0.655122482;0.312347264;-2.097417065;0.035956672;0.999244754;mitogen-activated protein kinase kinase kinase kinase 4;;;
ENSRNOG00000056135;Tsc22d3;2187.585875;0.641123112;-0.641326676;0.305774389;-2.097385195;0.035959491;0.999244754;TSC22 domain family; member 3;;
ENSRNOG00000000920;Phkg1;150.1953316;0.530616738;-0.914257909;0.436533107;-2.094360986;0.036227835;0.999244754;phosphorylase kinase catalytic subunit gamma 1;;;
ENSRNOG00000050510;Rab1b-ps1;846.0438203;0.690028916;-0.535271275;0.255640288;-2.093845532;0.036273743;0.999244754;RAB1B; member RAS oncogene family; pseudogene 1;
ENSRNOG00000031100;Klhl1;418.4786379;1.946700951;0.961031277;0.459005762;2.093723776;0.036284594;0.999244754;kelch-like family member 1;;;
ENSRNOG00000021916;Slc16a12;165.8091823;1.891120037;0.91924094;0.439504881;2.091537501;0.036479908;0.999244754;solute carrier family 16; member 12;;
ENSRNOG00000071088;NA;8.637896983;0.025266297;-5.306641947;2.539405477;-2.089718241;0.036643117;0.999244754;NA;;;
ENSRNOG00000002276;Phf6;2165.912887;1.30424545;0.383215401;0.183398892;2.089518626;0.036661063;0.999244754;PHD finger protein 6;;;
ENSRNOG00000003747;Get3;2597.063018;0.76542296;-0.385670917;0.184582765;-2.089419978;0.036669934;0.999244754;guided entry of tail-anchored proteins factor 3; ATPase;;
ENSRNOG00000010697;Hadh;876.8262657;0.682740256;-0.550591275;0.263678767;-2.088113815;0.036787569;0.999244754;hydroxyacyl-CoA dehydrogenase;;;
ENSRNOG00000031709;Ppfibp1;6566.003361;1.498350339;0.583374989;0.279488343;2.087296317;0.036861357;0.999244754;PPFIA binding protein 1;;;
ENSRNOG00000019134;Htr4;401.548049;1.820431458;0.864280422;0.414145724;2.086899305;0.036897238;0.999244754;5-hydroxytryptamine receptor 4;;;
ENSRNOG00000004214;Rpl26;5735.943809;0.762934804;-0.390368316;0.187063616;-2.086821184;0.036904302;0.999244754;ribosomal protein L26;;;
ENSRNOG00000012049;Sox7;96.91463067;2.884218349;1.528180388;0.732369176;2.086625759;0.036921977;0.999244754;SRY-box transcription factor 7;;;
ENSRNOG00000005883;Nek10;792.3895976;1.57402035;0.654454193;0.313702062;2.086228535;0.036957927;0.999244754;NIMA-related kinase 10;;;
ENSRNOG00000003975;Pfn1;3226.286616;0.790038979;-0.34000426;0.162996466;-2.085960935;0.036982162;0.999244754;profilin 1;;;
ENSRNOG00000006570;Plekhg3;1935.337855;0.530219425;-0.915338568;0.438940843;-2.085334694;0.03703893;0.999244754;pleckstrin homology and RhoGEF domain containing G3;;;
ENSRNOG00000006444;Fkbp4;5068.447927;0.753536452;-0.408250792;0.195835102;-2.084666067;0.037099623;0.999244754;FKBP prolyl isomerase 4;;;
ENSRNOG00000005608;Tead4;33.74015802;3.708275883;1.890748579;0.907062029;2.084475503;0.037116936;0.999244754;TEA domain transcription factor 4;;;
ENSRNOG00000021035;Rpl18;2758.457929;0.739268621;-0.435829417;0.209122946;-2.084082232;0.037152688;0.999244754;ribosomal protein L18;;;
ENSRNOG00000015142;Timm21;699.4116255;0.702228492;-0.509987563;0.244844252;-2.082906004;0.037259792;0.999244754;translocase of inner mitochondrial membrane 21;;;
ENSRNOG00000017748;Nkx6-2;93.9458473;0.192639921;-2.376021391;1.140965722;-2.082465182;0.0373;0.999244754;NK6 homeobox 2;;;
ENSRNOG00000056228;Atp10a;857.7017748;1.521190885;0.6052012;0.290627704;2.082393353;0.037306555;0.999244754;ATPase phospholipid transporting 10A (putative);;;
ENSRNOG00000012608;Tmem212;22.33630241;76.62283647;6.259702528;3.008633251;2.080580119;0.037472355;0.999244754;transmembrane protein 212;;;
ENSRNOG00000000368;Grik2;10199.1674;1.35468688;0.437959428;0.210519618;2.080373475;0.03749129;0.999244754;glutamate ionotropic receptor kainate type subunit 2;;;
ENSRNOG00000001056;Snapc2;1555.553569;0.671466415;-0.574612854;0.276320828;-2.079513362;0.037570191;0.999244754;small nuclear RNA activating complex; polypeptide 2;;
ENSRNOG00000007443;Jag1;551.7963217;1.604293367;0.681937982;0.32798428;2.07917886;0.037600914;0.999244754;jagged canonical Notch ligand 1;;;
ENSRNOG00000068922;Oas1f;7.144169246;0.022740447;-5.458595584;2.625626951;-2.078968447;0.037620251;0.999244754;2 ' -5 ' oligoadenylate synthetase 1F;;;
ENSRNOG00000014851;NA;506.3800632;1.987534542;0.990979934;0.476711407;2.078783765;0.03763723;0.999244754;NA;;;
ENSRNOG00000019445;Msln;9.178017345;0.022739888;-5.458631037;2.626166364;-2.078554928;0.037658277;0.999244754;mesothelin;;;
ENSRNOG00000016396;Fbxo11;7161.935078;1.269382172;0.344126485;0.16562793;2.077708057;0.037736257;0.999244754;F-box protein 11;;;
ENSRNOG00000020748;Map4;17231.43309;0.743766596;-0.42707814;0.205575883;-2.077471994;0.037758017;0.999244754;microtubule-associated protein 4;;;
ENSRNOG00000064009;LOC102556092;5492.010504;0.65058458;-0.620191466;0.298830896;-2.075392719;0.037950152;0.999244754;uncharacterized LOC102556092;;;
ENSRNOG00000007596;Rffl;1602.300845;0.521635372;-0.938886393;0.452529274;-2.074752833;0.038009448;0.999244754;ring finger and FYVE-like domain containing E3 ubiquitin protein ligase;;;
ENSRNOG00000006283;LOC100359922;2313.541978;0.745259292;-0.424185636;0.204494498;-2.074313197;0.038050233;0.999244754;60S ribosomal protein L13-like;;;
ENSRNOG00000010479;Mycbp2;27347.21916;1.290056546;0.367434304;0.177290934;2.072493473;0.038219444;0.999244754;MYC binding protein 2;;;
ENSRNOG00000067437;Snurf-ps2;796.7357575;0.717895535;-0.478154169;0.23081129;-2.071623837;0.038300535;0.999244754;SNRPN upstream open reading frame; pseudogene 2;;
ENSRNOG00000049696;Rsph4a;23.17237794;14.42074865;3.850074158;1.86089777;2.068933727;0.038552306;0.999244754;radial spoke head component 4A;;;
ENSRNOG00000001872;Lrrc74b;171.5175804;1.902616839;0.927985052;0.448596041;2.068642982;0.038579601;0.999244754;leucine rich repeat containing 74B;;;
ENSRNOG00000021265;Cds2;5282.147472;1.281841986;0.358218431;0.173332797;2.066651185;0.038767034;0.999244754;CDP-diacylglycerol synthase 2;;;
ENSRNOG00000055089;Slc44a1;4990.24739;0.586878416;-0.768866444;0.372108538;-2.066242415;0.038805596;0.999244754;solute carrier family 44 member 1;;;
ENSRNOG00000002312;Atp10d;315.3886996;2.06974085;1.049450141;0.507929878;2.066131935;0.038816024;0.999244754;ATPase phospholipid transporting 10D (putative);;;
ENSRNOG00000020134;Upf1;1909.129542;1.332235305;0.41384892;0.200317472;2.065965171;0.038831768;0.999244754;UPF1; RNA helicase and ATPase;;
ENSRNOG00000053317;Efcab11;11.31664437;21.01292265;4.393204933;2.126602488;2.065832687;0.038844281;0.999244754;EF-hand calcium binding domain 11;;;
ENSRNOG00000029410;Rpl21;2942.978674;0.760131039;-0.395679948;0.191670702;-2.064373661;0.038982302;0.999244754;ribosomal protein L21;;;
ENSRNOG00000009585;Tcf20;6280.477721;1.24702928;0.318495339;0.154371546;2.063173862;0.039096113;0.999244754;transcription factor 20;;;
ENSRNOG00000000593;Rev3l;6834.498601;1.349122031;0.432020849;0.209480615;2.062342846;0.039175107;0.999244754;REV3 like; DNA directed polymerase zeta catalytic subunit;;
ENSRNOG00000006999;Dnai4;1824.639968;1.440021272;0.526090123;0.255144883;2.061926997;0.039214687;0.999244754;dynein axonemal intermediate chain 4;;;
ENSRNOG00000002192;Rell1;271.2358844;0.519463724;-0.94490509;0.458493411;-2.060891317;0.03931341;0.999244754;RELT-like 1;;;
ENSRNOG00000020869;mrpl9;1088.522208;0.694013872;-0.526963596;0.256016486;-2.058318996;0.039559522;0.999244754;mitochondrial ribosomal protein L9;;;
ENSRNOG00000032917;Zfand2a;1110.719245;0.733153526;-0.447812758;0.217638066;-2.057603088;0.03962825;0.999244754;zinc finger AN1-type containing 2A;;;
ENSRNOG00000006965;Aff4;12316.49014;1.246905505;0.318352136;0.154730328;2.057464362;0.03964158;0.999244754;ALF transcription elongation factor 4;;;
ENSRNOG00000066989;NA;10.23689998;18.54063689;4.212618898;2.047550781;2.0573941;0.039648332;0.999244754;NA;;;
ENSRNOG00000063481;Tex54;10.1254229;0.028423731;-5.136760242;2.497000979;-2.057171898;0.039669694;0.999244754;testis expressed 54;;;
ENSRNOG00000009170;Dmxl2;18209.8475;1.278838837;0.354834463;0.172487185;2.057164202;0.039670434;0.999244754;Dmx-like 2;;;
ENSRNOG00000039863;Fam237b;15.47541748;0.103010877;-3.279131418;1.594209635;-2.056901016;0.039695748;0.999244754;family with sequence similarity 237 member B;;;
ENSRNOG00000008937;Csrp1;5506.640779;0.381783654;-1.389172758;0.675470262;-2.056600914;0.03972463;0.999244754;cysteine and glycine-rich protein 1;;;
ENSRNOG00000020212;Prr35;17.80772774;0.09156535;-3.44905443;1.677522598;-2.056040517;0.039778611;0.999244754;proline rich 35;;;
ENSRNOG00000023053;Ice1;4721.754246;1.260600779;0.33411146;0.162694517;2.053612289;0.040013232;0.999244754;interactor of little elongation complex ELL subunit 1;;;
ENSRNOG00000068537;Hs3st1;1339.094976;0.555448791;-0.848274184;0.41346902;-2.051602761;0.040208284;0.999244754;heparan sulfate-glucosamine 3-sulfotransferase 1;;;
ENSRNOG00000004613;Gpm6b;41721.2382;0.796368559;-0.328491831;0.160133519;-2.051362093;0.040231698;0.999244754;glycoprotein m6b;;;
ENSRNOG00000020676;Ppp1r14a;130.3046401;0.331035163;-1.594943625;0.777607787;-2.051090089;0.040258174;0.999244754;protein phosphatase 1; regulatory (inhibitor) subunit 14A;;
ENSRNOG00000013287;Sall2;1249.423249;0.68603708;-0.543641538;0.265151738;-2.050303511;0.040334822;0.999244754;spalt-like transcription factor 2;;;
ENSRNOG00000001796;Dgkg;3491.096045;1.617695594;0.693940157;0.338559258;2.049685957;0.040395086;0.999244754;diacylglycerol kinase; gamma;;
ENSRNOG00000009536;Pgp;1483.819022;0.745533604;-0.423654714;0.206772688;-2.048891072;0.040472768;0.999244754;phosphoglycolate phosphatase;;;
ENSRNOG00000024905;Drc1;1104.463071;1.759249496;0.8149601;0.398058254;2.047338781;0.040624833;0.999244754;dynein regulatory complex subunit 1;;;
ENSRNOG00000024335;Fastkd1;735.8812695;1.474279206;0.560009775;0.273579628;2.046971767;0.040660857;0.999244754;FAST kinase domains 1;;;
ENSRNOG00000003144;Gprc5c;58.27254112;3.479373904;1.798827723;0.878990759;2.046469438;0.040710206;0.999244754;G protein-coupled receptor; class C; group 5; member C
ENSRNOG00000053334;Stmn4;8956.745207;0.733017153;-0.448081137;0.218961195;-2.046395193;0.040717505;0.999244754;stathmin 4;;;
ENSRNOG00000066506;NA;19.98965263;0.025266639;-5.30662244;2.593435532;-2.046174804;0.040739175;0.999244754;NA;;;
ENSRNOG00000032635;Rpl8-ps7;6666.101525;0.765049387;-0.386375212;0.18885481;-2.045884937;0.040767693;0.999244754;ribosomal protein L8; pseudogene 7;;
ENSRNOG00000067065;Capns1;6641.131642;0.741298463;-0.431873576;0.211185061;-2.0450006;0.040854799;0.999244754;calpain; small subunit 1;;
ENSRNOG00000059207;Oas3;75.87061246;2.345411851;1.22984128;0.601572975;2.04437588;0.040916428;0.999244754;2'-5'-oligoadenylate synthetase 3;;;
ENSRNOG00000018406;Wipf1;974.5851496;0.629986129;-0.66660803;0.326099202;-2.04418786;0.040934992;0.999244754;WAS/WASL interacting protein family; member 1;;
ENSRNOG00000000955;Lnx2;541.4546266;1.549375053;0.631686415;0.309353142;2.041958943;0.041155604;0.999244754;ligand of numb-protein X 2;;;
ENSRNOG00000010331;Ctsb;15946.93776;0.795675071;-0.329748696;0.16153499;-2.041345317;0.041216516;0.999244754;cathepsin B;;;
ENSRNOG00000003439;Il15;300.884152;1.936549566;0.953488428;0.467263153;2.040581248;0.041292468;0.999244754;interleukin 15;;;
ENSRNOG00000004538;Brd1;3216.885936;1.29366481;0.371463861;0.182107673;2.039803465;0.041369905;0.999244754;bromodomain containing 1;;;
