;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;
ENSRNOG00000017117;Ybx2;336.8192477;1.424986457;0.510948208;0.210810477;2.423732518;0.015361916;0.182105617;Y box binding protein 2;;;;ENSG00000006047
ENSRNOG00000017123;B2m;8889.247188;0.721036194;-0.471856415;0.147609305;-3.196657646;0.001390298;0.059203349;beta-2 microglobulin;;;;ENSG00000166710
ENSRNOG00000017127;Rpl28;4072.568723;0.847259314;-0.239124504;0.105803524;-2.260080719;0.023816242;0.220651352;ribosomal protein L28;;;;ENSG00000108107
ENSRNOG00000017136;Syt17;3813.479927;1.229724467;0.298335101;0.107656541;2.771174857;0.005585442;0.112073116;synaptotagmin 17;;;;ENSG00000103528
ENSRNOG00000017155;Nck2;4445.925077;1.314441415;0.394449842;0.117275281;3.363452543;0.000769741;0.044231636;NCK adaptor protein 2;;;;ENSG00000071051
ENSRNOG00000017158;Eif4g2;16258.20906;0.87684876;-0.189600069;0.086359509;-2.195474145;0.028129604;0.23847085;eukaryotic translation initiation factor 4; gamma 2;;;ENSG00000110321
ENSRNOG00000017188;Cyp27a1;107.0592569;0.700946071;-0.512624643;0.173483159;-2.954895715;0.003127748;0.08863228;cytochrome P450; family 27; subfamily a; polypeptide 1;ENSG00000135929
ENSRNOG00000017191;Trim5;505.6322947;0.818503837;-0.288938915;0.122832922;-2.35229212;0.018658116;0.200153064;tripartite motif-containing 5;;;;ENSG00000132256
ENSRNOG00000017194;Prdx1;1576.250501;0.808885977;-0.305991744;0.139002077;-2.201346554;0.0277115;0.237242565;peroxiredoxin 1;;;;ENSG00000117450
ENSRNOG00000017213;Cdk11b;4824.384355;0.899472842;-0.152848372;0.076804867;-1.990087058;0.046581346;0.292231657;cyclin-dependent kinase 11B;;;;ENSG00000248333
ENSRNOG00000017233;Mmachc;395.001107;0.819884671;-0.286507107;0.13389998;-2.139709862;0.032378222;0.252316305;metabolism of cobalamin associated C;;;;ENSG00000132763
ENSRNOG00000017251;Ik;4708.962112;0.853327933;-0.228827821;0.075264403;-3.040319356;0.002363274;0.0781995;IK cytokine;;;;ENSG00000120314
ENSRNOG00000017253;Ccdc107;1563.17783;0.802029111;-0.318273492;0.091398851;-3.482248274;0.000497222;0.037850419;coiled-coil domain containing 107;;;;ENSG00000159884
ENSRNOG00000017258;Ica1l;2034.063943;1.128810536;0.174803359;0.087631812;1.994747749;0.046070399;0.291363471;islet cell autoantigen 1-like;;;;ENSG00000163596
ENSRNOG00000017259;Tacc3;112.8248251;0.803690092;-0.315288798;0.158548108;-1.988600194;0.04674535;0.292604578;transforming; acidic coiled-coil containing protein 3;;;ENSG00000013810
ENSRNOG00000017260;Cdr2;250.4794061;0.613497071;-0.704871639;0.192144033;-3.66845449;0.000244021;0.027720799;cerebellar degeneration-related protein 2;;;;ENSG00000140743
ENSRNOG00000017295;Sh3glb2;6389.493517;1.134529582;0.182094227;0.070056284;2.599256156;0.009342603;0.143001097;SH3 domain-containing GRB2-like endophilin B2;;;;ENSG00000148341
ENSRNOG00000017297;Cab39;7934.06902;0.906595093;-0.141469742;0.065781903;-2.150587545;0.031508769;0.250307426;calcium binding protein 39;;;;ENSG00000135932
ENSRNOG00000017311;Me3;4278.658436;1.185774461;0.245829629;0.074548849;3.297564388;0.000975273;0.050184088;malic enzyme 3;;;;ENSG00000151376
ENSRNOG00000017321;Trub1;1257.583963;1.257910424;0.331029192;0.134612157;2.459132957;0.013927303;0.174998338;TruB pseudouridine synthase family member 1;;;;ENSG00000165832
ENSRNOG00000017373;Rhobtb2;2643.9818;1.123394704;0.167864907;0.085332639;1.967182887;0.04916213;0.299145587;Rho-related BTB domain containing 2;;;;ENSG00000008853
ENSRNOG00000017382;Snx33;429.454953;0.660356806;-0.598682338;0.194512495;-3.07786057;0.002084924;0.072789985;sorting nexin 33;;;;ENSG00000173548
ENSRNOG00000017392;Fgf2;332.0056544;0.79432597;-0.332196923;0.16526286;-2.01011239;0.044419295;0.28810247;fibroblast growth factor 2;;;;ENSG00000138685
ENSRNOG00000017397;Upf3a;2288.696393;0.790068419;-0.3399505;0.135136161;-2.515614605;0.011882504;0.163847634;UPF3A; regulator of nonsense mediated mRNA decay;;;ENSG00000169062
ENSRNOG00000017405;Raly;2747.285695;0.919894132;-0.12046026;0.061193336;-1.968519262;0.049008322;0.298859036;RALY heterogeneous nuclear ribonucleoprotein;;;;ENSG00000125970
ENSRNOG00000017408;Fhip1b;1955.444218;1.135777283;0.183679961;0.06917375;2.655341976;0.007922804;0.13303767;FHF complex subunit HOOK interacting protein 1B;;;;ENSG00000051009
ENSRNOG00000017412;NA;44.27168069;0.603221016;-0.729241404;0.291923598;-2.498055683;0.012487658;0.167957859;NA;;;;0
ENSRNOG00000017414;Irf7;80.18209225;0.623571275;-0.681373622;0.259639592;-2.624305553;0.008682585;0.138608944;interferon regulatory factor 7;;;;ENSG00000185507
ENSRNOG00000017447;Eif2s2;5378.963064;0.859486676;-0.218452821;0.07560174;-2.88952107;0.003858292;0.095841985;eukaryotic translation initiation factor 2 subunit beta;;;;ENSG00000125977
ENSRNOG00000017459;C1ql3;21036.65734;1.203877765;0.267688917;0.124032929;2.158208465;0.030911628;0.247561234;complement C1q like 3;;;;ENSG00000165985
ENSRNOG00000017466;Kif5b;13930.92374;0.751664988;-0.41183829;0.108156;-3.807817325;0.000140199;0.021127097;kinesin family member 5B;;;;ENSG00000170759
ENSRNOG00000017467;Rab4a;1980.397324;0.877031282;-0.189299793;0.071845414;-2.634820844;0.00841817;0.136483599;RAB4A; member RAS oncogene family;;;ENSG00000168118
ENSRNOG00000017478;Pcsk7;1507.795524;1.139364947;0.188229927;0.089984373;2.091806852;0.036455797;0.265866278;proprotein convertase subtilisin/kexin type 7;;;;ENSG00000160613
ENSRNOG00000017496;Cnp;9973.702554;0.463785606;-1.108470048;0.365239134;-3.034915883;0.002406028;0.07837749;2';3'-cyclic nucleotide 3' phosphodiesterase;;;ENSG00000173786
ENSRNOG00000017503;Ppargc1b;709.791431;1.319955881;0.400489709;0.118853088;3.369619721;0.00075272;0.044231636;PPARG coactivator 1 beta;;;;ENSG00000155846
ENSRNOG00000017505;Aopep;1985.217924;1.280424759;0.356622479;0.104589189;3.409745141;0.000650236;0.04280988;aminopeptidase O;;;;ENSG00000148120
ENSRNOG00000017545;Mrs2;2036.96754;1.31722371;0.397500386;0.09789815;4.060346234;4.90E-05;0.012811715;magnesium transporter MRS2;;;;ENSG00000124532
ENSRNOG00000017560;Mdk;484.5835628;0.792492964;-0.335529968;0.147600925;-2.273224018;0.023012684;0.217604093;midkine;;;;ENSG00000110492
ENSRNOG00000017593;Mtr;1067.046113;1.148009976;0.199135179;0.100255356;1.986279702;0.047002275;0.293000524;5-methyltetrahydrofolate-homocysteine methyltransferase;;;;ENSG00000116984
ENSRNOG00000017600;Ptpn9;1503.331276;1.126148949;0.171397656;0.07093893;2.416129711;0.015686472;0.184001446;protein tyrosine phosphatase; non-receptor type 9;;;ENSG00000169410
ENSRNOG00000017601;Srd5a1;711.8406185;0.744956883;-0.424771167;0.111233601;-3.818730705;0.00013414;0.020422484;steroid 5 alpha-reductase 1;;;;ENSG00000145545
ENSRNOG00000017619;Aldh1a1;599.3737634;0.74507483;-0.424542767;0.204846608;-2.072491075;0.038219668;0.271619141;aldehyde dehydrogenase 1 family; member A1;;;ENSG00000165092
ENSRNOG00000017621;Spns1;2186.437647;1.192314764;0.253765149;0.09632185;2.634554347;0.008424782;0.136483599;sphingolipid transporter 1;;;;ENSG00000169682
ENSRNOG00000017628;Tagln;321.7934819;0.782896889;-0.353105784;0.166171252;-2.124951101;0.033590693;0.256483172;transgelin;;;;ENSG00000149591
ENSRNOG00000017642;Acbd5;3958.524268;0.858655695;-0.219848341;0.094247199;-2.332677725;0.019665066;0.202576995;acyl-CoA binding domain containing 5;;;;ENSG00000107897
ENSRNOG00000017660;Inpp4a;9105.975303;1.155066286;0.207975646;0.066209327;3.141183526;0.001682666;0.065051321;inositol polyphosphate-4-phosphatase type I A;;;;ENSG00000040933
ENSRNOG00000017695;Prdx1l1;1369.094767;0.769552515;-0.377908313;0.143107149;-2.640736789;0.008272596;0.135744111;peroxiredoxin 1-like 1;;;;ENSG00000117450
ENSRNOG00000017718;Tmco6;246.6155279;1.178818368;0.237341445;0.111381641;2.130884789;0.033098635;0.255115156;transmembrane and coiled-coil domains 6;;;;ENSG00000113119
ENSRNOG00000017725;Pnlip;139.1064013;0.503914966;-0.98874779;0.257270466;-3.843223064;0.000121429;0.020281497;pancreatic lipase;;;;ENSG00000175535
ENSRNOG00000017728;Edrf1;1897.316244;1.187842708;0.248343809;0.120759281;2.05651945;0.039732474;0.277147331;erythroid differentiation regulatory factor 1;;;;ENSG00000107938
ENSRNOG00000017748;Nkx6-2;93.9458473;0.361129683;-1.469411088;0.537699448;-2.732774031;0.00628034;0.119783382;NK6 homeobox 2;;;;ENSG00000148826
ENSRNOG00000017820;Nqo2;131.3959203;0.773987979;-0.369616935;0.143801816;-2.570321742;0.01016041;0.15125901;N-ribosyldihydronicotinamide:quinone dehydrogenase 2;;;;ENSG00000124588
ENSRNOG00000017822;Oga;13434.52731;1.089864546;0.12414884;0.060160877;2.06361421;0.039054309;0.275037691;O-GlcNAcase;;;;ENSG00000198408
ENSRNOG00000017863;Zeb1;5419.375212;0.893657754;-0.162205669;0.074627644;-2.173533294;0.029740203;0.244001842;zinc finger E-box binding homeobox 1;;;;ENSG00000148516
ENSRNOG00000017872;Aldh3b3;2860.149363;1.160600677;0.214871675;0.08744191;2.457307667;0.013998274;0.174998338;aldehyde dehydrogenase 3 family; member B3;;;ENSG00000132746
ENSRNOG00000017874;Cd53;382.5557652;0.753708101;-0.407922196;0.193407561;-2.109132622;0.034933136;0.260455103;Cd53 molecule;;;;ENSG00000143119
ENSRNOG00000017879;Gab1;1853.278821;0.635330439;-0.654420953;0.190577972;-3.433875105;0.000595018;0.041449199;GRB2-associated binding protein 1;;;;ENSG00000109458
ENSRNOG00000017899;Akr7a3;46.91960718;0.399527484;-1.323633343;0.501150548;-2.641189059;0.00826156;0.135744111;aldo-keto reductase family 7 member A3;;;;ENSG00000162482
ENSRNOG00000017905;Map1lc3b;7072.210486;0.871923739;-0.197726136;0.073448229;-2.692047701;0.007101479;0.126770324;microtubule-associated protein 1 light chain 3 beta;;;;ENSG00000258102
ENSRNOG00000017915;Dvl2;516.297818;1.265191828;0.339356143;0.097583016;3.47761481;0.000505896;0.037905739;dishevelled segment polarity protein 2;;;;ENSG00000004975
ENSRNOG00000017917;Cdhr2;432.4170037;0.749452623;-0.416090815;0.144564078;-2.878244872;0.003998946;0.096519211;cadherin-related family member 2;;;;ENSG00000074276
ENSRNOG00000017925;Gapvd1;5993.918802;1.116015151;0.158356613;0.06784453;2.334110256;0.019589949;0.202576995;GTPase activating protein and VPS9 domains 1;;;;ENSG00000165219
ENSRNOG00000017952;Septin2;6065.725274;0.818726453;-0.288546586;0.115160989;-2.505593164;0.012224619;0.165931223;septin 2;;;;ENSG00000168385
ENSRNOG00000017963;Zfp874b;1296.994755;0.886702454;-0.173478026;0.084612179;-2.050272531;0.040337844;0.279118956;zinc finger protein 874b;;;;0
ENSRNOG00000017976;Slco2b1;1665.191524;0.809553544;-0.304801591;0.148174978;-2.057038208;0.039682551;0.277147331;solute carrier organic anion transporter family; member 2b1;;;ENSG00000137491
ENSRNOG00000017980;Itgal;66.00803088;0.688940734;-0.537548214;0.234727799;-2.290091825;0.022015994;0.215034525;integrin subunit alpha L;;;;ENSG00000005844
ENSRNOG00000017991;Cdk20;597.6702381;1.145996589;0.19660275;0.070623814;2.783802493;0.005372574;0.109437477;cyclin-dependent kinase 20;;;;ENSG00000156345
ENSRNOG00000018044;Phyh;2405.462173;0.836190431;-0.258096561;0.124273296;-2.076846515;0.037815728;0.271241895;phytanoyl-CoA 2-hydroxylase;;;;ENSG00000107537
ENSRNOG00000018046;Lgals8;2228.027435;0.924518295;-0.113226226;0.053711983;-2.108025403;0.035028792;0.260869996;galectin 8;;;;ENSG00000116977
ENSRNOG00000018052;Cnksr3;422.207676;0.678950255;-0.558622218;0.197491243;-2.828592348;0.004675321;0.103052449;Cnksr family member 3;;;;ENSG00000153721
ENSRNOG00000018066;Bccip;1661.136641;0.883548354;-0.178619004;0.091095627;-1.960785707;0.049904026;0.301424399;BRCA2 and CDKN1A interacting protein;;;;ENSG00000107949
ENSRNOG00000018069;Ngdn;1052.394302;1.169911974;0.226399983;0.089061424;2.542065621;0.011019948;0.157834835;neuroguidin;;;;ENSG00000129460
ENSRNOG00000018106;Neu3;123.0912211;0.785492265;-0.348331026;0.143548962;-2.426565963;0.015242479;0.181240686;neuraminidase 3;;;;ENSG00000162139
ENSRNOG00000018109;Clic4;3341.269614;0.739154532;-0.436052082;0.146144726;-2.983700431;0.002847854;0.08513586;chloride intracellular channel 4;;;;ENSG00000169504
ENSRNOG00000018113;NA;487.7710541;0.337332033;-1.567758772;0.496407301;-3.158210544;0.001587409;0.063628775;NA;;;;ENSG00000011426
ENSRNOG00000018128;Unc50;1110.003213;1.136080888;0.184065558;0.0864114;2.130107348;0.033162752;0.255252481;unc-50 inner nuclear membrane RNA binding protein;;;;ENSG00000115446
ENSRNOG00000018131;Slc16a4;134.7057919;0.654168283;-0.612266282;0.269497922;-2.271877562;0.023093906;0.217604093;solute carrier family 16; member 4;;;ENSG00000168679
ENSRNOG00000018141;RGD1307443;2274.628717;1.195918107;0.258118601;0.113620328;2.27176426;0.023100753;0.217604093;similar to mKIAA0319 protein;;;;ENSG00000137261
ENSRNOG00000018158;Tmem181;4742.71278;1.134552232;0.182123029;0.07764334;2.345636189;0.018994638;0.201730351;transmembrane protein 181;;;;ENSG00000146433
ENSRNOG00000018166;Prkab2;627.8192736;1.175470395;0.233238204;0.111746203;2.087213686;0.036868823;0.267294441;protein kinase AMP-activated non-catalytic subunit beta 2;;;;ENSG00000131791
ENSRNOG00000018198;Dapk1;5099.644496;1.134015807;0.18144075;0.084736509;2.141234665;0.032255119;0.252180407;death associated protein kinase 1;;;;ENSG00000196730
ENSRNOG00000018207;Dynlt1;299.974812;0.791958908;-0.336502518;0.165006819;-2.039324917;0.04141761;0.281444291;dynein light chain Tctex-type 1;;;;ENSG00000146425
ENSRNOG00000018225;Tp53inp2;5045.519243;0.783095435;-0.352739957;0.107923399;-3.268428895;0.001081463;0.052192982;tumor protein p53 inducible nuclear protein 2;;;;ENSG00000078804
ENSRNOG00000018226;Zcchc14;2826.943619;1.113604932;0.155237506;0.0707361;2.19460086;0.028192242;0.23847085;zinc finger CCHC-type containing 14;;;;ENSG00000140948
ENSRNOG00000018228;Cog2;2342.466618;1.182458535;0.241789594;0.093954604;2.57347254;0.010068364;0.150495541;component of oligomeric golgi complex 2;;;;ENSG00000135775
ENSRNOG00000018239;Dhrs4;234.6699269;0.711958495;-0.490134955;0.182762701;-2.681810636;0.00732249;0.128889781;dehydrogenase/reductase 4;;;;ENSG00000157326
ENSRNOG00000018273;Ncl;14770.48407;0.873949736;-0.194377787;0.081574924;-2.382812969;0.017180921;0.193390121;nucleolin;;;;ENSG00000115053
ENSRNOG00000018276;Mgat4a;2003.00603;1.130822789;0.177372862;0.071614766;2.476763822;0.01325796;0.172676477;alpha-1;3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A;;;ENSG00000071073
ENSRNOG00000018316;Grap2;46.6629789;0.681619521;-0.552961441;0.259497065;-2.130896706;0.033097653;0.255115156;GRB2-related adaptor protein 2;;;;ENSG00000100351
ENSRNOG00000018322;Picalm;8788.814536;0.898934728;-0.153711731;0.07077283;-2.171903112;0.029862972;0.24404385;phosphatidylinositol binding clathrin assembly protein;;;;ENSG00000073921
ENSRNOG00000018366;Cracdl;13157.16786;1.223691359;0.291239726;0.095026877;3.064814236;0.002178052;0.074457123;CRACD like;;;;ENSG00000196872
ENSRNOG00000018372;Cul9;4499.852573;1.207349998;0.271843959;0.101468692;2.679091974;0.007382211;0.129533072;cullin 9;;;;ENSG00000112659
ENSRNOG00000018378;Cacnb2;5096.856264;1.125158395;0.170128113;0.081942131;2.076198291;0.037875615;0.271241895;calcium voltage-gated channel auxiliary subunit beta 2;;;;ENSG00000165995
ENSRNOG00000018399;Cpne6;4587.983568;1.197311279;0.259798275;0.110845663;2.343783863;0.01908923;0.201730351;copine 6;;;;ENSG00000100884
ENSRNOG00000018406;Wipf1;974.5851496;0.667413992;-0.583346162;0.133323508;-4.375418658;1.21E-05;0.007490715;WAS/WASL interacting protein family; member 1;;;ENSG00000115935
ENSRNOG00000018412;Sfi1;1056.236403;1.177890964;0.236205997;0.106472921;2.218460751;0.026523433;0.233448705;SFI1 centrin binding protein;;;;ENSG00000198089
ENSRNOG00000018414;Csf1r;4212.711836;0.794512348;-0.331858453;0.16721006;-1.984679951;0.047180091;0.293281187;colony stimulating factor 1 receptor;;;;ENSG00000182578
ENSRNOG00000018420;Slc22a7;3.218975241;3.312606959;1.727967038;0.851686625;2.02887657;0.042470864;NA;solute carrier family 22 member 7;;;;ENSG00000137204
ENSRNOG00000018476;Fuom;259.7527299;0.74008529;-0.434236553;0.144188954;-3.011579876;0.00259892;0.082185981;fucose mutarotase;;;;ENSG00000148803
ENSRNOG00000018494;Ppp1r3c;2489.410082;0.785783024;-0.347797095;0.167766889;-2.073097359;0.03816322;0.271619141;protein phosphatase 1; regulatory subunit 3C;;;ENSG00000119938
ENSRNOG00000018524;Ezr;3321.131212;0.697434628;-0.519870097;0.19963777;-2.604066838;0.009212479;0.141866412;ezrin;;;;ENSG00000092820
ENSRNOG00000018536;Pck2;1090.01268;1.175430695;0.233189478;0.067420163;3.458749844;0.000542689;0.039286404;phosphoenolpyruvate carboxykinase 2 (mitochondrial);;;;ENSG00000100889
ENSRNOG00000018561;Pprc1;1111.837855;1.154871639;0.207732509;0.06192422;3.354624548;0.000794728;0.044671531;PPARG related coactivator 1;;;;ENSG00000148840
ENSRNOG00000018564;Nup93;1506.269818;1.184207082;0.243921386;0.097402821;2.504253818;0.012270997;0.166102733;nucleoporin 93;;;;ENSG00000102900
ENSRNOG00000018566;Ctsl;3634.612782;0.825828025;-0.276086716;0.115977827;-2.380512933;0.017288554;0.193862846;cathepsin L;;;;ENSG00000136943
ENSRNOG00000018577;Neil1;286.1463933;1.221901479;0.289127967;0.107808735;2.681860315;0.007321402;0.128889781;nei-like DNA glycosylase 1;;;;ENSG00000140398
ENSRNOG00000018584;Ptma;11829.64635;0.772414538;-0.372552776;0.115233218;-3.233032809;0.001224835;0.056126172;prothymosin alpha;;;;0
ENSRNOG00000018599;Gga2;1256.216245;1.152506654;0.20477508;0.090706842;2.257548331;0.023973833;0.221694156;golgi associated; gamma adaptin ear containing; ARF binding protein 2;;ENSG00000103365
ENSRNOG00000018627;Plekhb1;7196.305553;0.61493338;-0.701497972;0.195783553;-3.583028107;0.000339634;0.031545381;pleckstrin homology domain containing B1;;;;ENSG00000021300
ENSRNOG00000018644;Slc6a7;2944.735729;1.246561118;0.317953619;0.115396298;2.755319059;0.005863493;0.115149014;solute carrier family 6 member 7;;;;ENSG00000011083
ENSRNOG00000018645;Rpsa;12290.53841;0.853995096;-0.22770031;0.113216562;-2.011192584;0.044305119;0.287856575;ribosomal protein SA;;;;0
ENSRNOG00000018666;Gpsm1;2092.12601;1.11919771;0.162464916;0.081997623;1.9813369;0.047553505;0.294082982;G-protein signaling modulator 1;;;;ENSG00000160360
ENSRNOG00000018671;Commd4;1817.277636;1.149857935;0.201455627;0.090714878;2.220756196;0.026367479;0.233031077;COMM domain containing 4;;;;ENSG00000140365
ENSRNOG00000018674;Ntrk3;7797.744843;1.229515529;0.298089957;0.080156502;3.718849346;0.000200132;0.025925919;neurotrophic receptor tyrosine kinase 3;;;;ENSG00000140538
ENSRNOG00000018680;Rpl17;4921.816057;0.816446053;-0.292570533;0.118681095;-2.465182288;0.013694356;0.1744525;ribosomal protein L17;;;;0
ENSRNOG00000018693;Asgr1;12.00153777;0.407008015;-1.296870889;0.440711733;-2.942673842;0.00325391;NA;asialoglycoprotein receptor 1;;;;ENSG00000141505
ENSRNOG00000018697;Abcb6;1716.924982;1.221625134;0.28880165;0.094280849;3.063205861;0.002189794;0.074685617;ATP binding cassette subfamily B member 6;;;;ENSG00000115657
ENSRNOG00000018700;Mobp;30639.54576;0.307904553;-1.699444893;0.505479156;-3.36204742;0.000773668;0.044285017;myelin-associated oligodendrocyte basic protein;;;;ENSG00000168314
ENSRNOG00000018719;Cir1;1966.625007;0.889097528;-0.169586413;0.066876166;-2.535827371;0.011218202;0.158688129;corepressor interacting with RBPJ;1;;;ENSG00000138433
ENSRNOG00000018748;Slc16a11;262.8245561;1.379919485;0.464584092;0.1380947;3.364242747;0.00076754;0.044231636;solute carrier family 16; member 11;;;ENSG00000174326
ENSRNOG00000018782;Gmnn;111.8962095;0.801277154;-0.319626752;0.139064686;-2.298403442;0.021538838;0.212824827;geminin; DNA replication inhibitor;;;ENSG00000112312
ENSRNOG00000018795;Rpl18a;5559.400292;0.773039434;-0.371386084;0.125340185;-2.963024866;0.00304632;0.087695999;ribosomal protein L18A;;;;0
ENSRNOG00000018803;Mrtfa;2221.458129;1.224103105;0.29172508;0.088390036;3.300429466;0.00096537;0.049891703;myocardin related transcription factor A;;;;ENSG00000196588
ENSRNOG00000018804;Ripor2;5560.684798;1.159854943;0.213944386;0.074846883;2.85842746;0.004257464;0.098986799;RHO family interacting cell polarization regulator 2;;;;ENSG00000111913
ENSRNOG00000018841;Sox8;1446.107068;0.737702119;-0.438889714;0.177574234;-2.471584449;0.013451578;0.173590376;SRY-box transcription factor 8;;;;ENSG00000005513
ENSRNOG00000018845;Snapc4;979.7724095;1.161386393;0.215848036;0.103492961;2.085630117;0.037012141;0.267870788;small nuclear RNA activating complex; polypeptide 4;;;ENSG00000165684
ENSRNOG00000018850;Ttc9b;1407.431942;0.798468054;-0.324693407;0.131357959;-2.471821342;0.013442668;0.173590376;tetratricopeptide repeat domain 9B;;;;ENSG00000174521
ENSRNOG00000018867;Klhdc7a;150.0042226;0.68645884;-0.542754876;0.156186791;-3.475036988;0.000510783;0.037905739;kelch domain containing 7A;;;;ENSG00000179023
ENSRNOG00000018870;Hapln2;461.2014917;0.454520407;-1.137583024;0.548462529;-2.074130801;0.038067165;0.27132041;hyaluronan and proteoglycan link protein 2;;;;ENSG00000132702
ENSRNOG00000018903;Pik3r1;5053.933911;0.853469215;-0.228588979;0.061636299;-3.708674634;0.000208347;0.026078915;phosphoinositide-3-kinase regulatory subunit 1;;;;ENSG00000145675
ENSRNOG00000018915;Tagap;50.23286363;0.730331558;-0.453376524;0.224343588;-2.020902526;0.043289856;0.285324461;T-cell activation RhoGTPase activating protein;;;;ENSG00000164691
ENSRNOG00000018932;Ccdc124;1974.742775;0.846949177;-0.239652695;0.091586365;-2.616685303;0.008878816;0.139930828;coiled-coil domain containing 124;;;;ENSG00000007080
ENSRNOG00000018950;Fa2h;804.7112228;0.427876038;-1.224735207;0.458362448;-2.671979808;0.007540519;0.130773277;fatty acid 2-hydroxylase;;;;ENSG00000103089
ENSRNOG00000018969;Gpatch4;789.2218559;0.700548613;-0.513442928;0.135586054;-3.786841739;0.000152574;0.022759757;G patch domain containing 4;;;;ENSG00000160818
ENSRNOG00000018991;Gsn;2347.808297;0.539724925;-0.889703782;0.434855619;-2.045975132;0.040758817;0.280356877;gelsolin;;;;ENSG00000148180
ENSRNOG00000018993;Ilk;2325.686363;0.89705705;-0.156728356;0.065933393;-2.377071004;0.017450729;0.194793923;integrin-linked kinase;;;;ENSG00000166333
ENSRNOG00000019005;Pde8a;706.2414635;0.56267137;-0.829635538;0.252904912;-3.280424772;0.001036509;0.051533761;phosphodiesterase 8A;;;;ENSG00000073417
ENSRNOG00000019007;Rpl14;5003.96871;0.864831437;-0.209509129;0.096212983;-2.177555694;0.029439131;0.243213275;ribosomal protein L14;;;;ENSG00000188846
ENSRNOG00000019031;Neu4;269.6383897;0.721555976;-0.470816776;0.202512731;-2.324874948;0.020078648;0.205008718;neuraminidase 4;;;;ENSG00000204099
ENSRNOG00000019052;Ankzf1;1452.086234;1.225936765;0.293884566;0.127764321;2.300208416;0.021436415;0.212824827;ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1;;;;ENSG00000163516
ENSRNOG00000019057;Prkcq;635.362753;0.684862646;-0.546113421;0.118796909;-4.597033905;4.29E-06;0.005304888;protein kinase C; theta;;;ENSG00000065675
ENSRNOG00000019085;Xpo5;3155.860484;1.074300787;0.103397981;0.050422518;2.050631061;0.040302889;0.279118956;exportin 5;;;;ENSG00000124571
ENSRNOG00000019093;Nrg2;1175.461605;1.242229259;0.312931454;0.149055397;2.099430551;0.035778964;0.264721312;neuregulin 2;;;;ENSG00000158458
ENSRNOG00000019118;Slc13a3;139.1765855;0.532582749;-0.908922396;0.284034847;-3.200038328;0.001374093;0.059203349;solute carrier family 13 member 3;;;;ENSG00000158296
ENSRNOG00000019122;Sec16a;5701.429584;1.144367317;0.1945502;0.085484499;2.275853553;0.022854776;0.217340562;SEC16 homolog A; endoplasmic reticulum export factor;;;ENSG00000148396
ENSRNOG00000019132;Fv1;1540.66055;1.13647866;0.184570595;0.077973417;2.367096415;0.017928262;0.19615212;Friend virus susceptibility 1;;;;0
ENSRNOG00000019134;Htr4;401.548049;1.493839268;0.579024928;0.183527302;3.154979778;0.001605092;0.06380243;5-hydroxytryptamine receptor 4;;;;ENSG00000164270
ENSRNOG00000019140;Banp;2134.851336;1.28482967;0.361577114;0.096117123;3.761838708;0.000168669;0.023722866;Btg3 associated nuclear protein;;;;ENSG00000172530
ENSRNOG00000019141;Ch25h;39.25078343;0.638316375;-0.647656437;0.260534288;-2.48587793;0.012923229;0.170403219;cholesterol 25-hydroxylase;;;;ENSG00000138135
ENSRNOG00000019161;Cpeb1;2355.943474;1.290970179;0.368455675;0.073157511;5.036470899;4.74E-07;0.001400577;cytoplasmic polyadenylation element binding protein 1;;;;ENSG00000214575
ENSRNOG00000019186;Tmem53;255.0195416;1.269369495;0.344112077;0.157491864;2.184951453;0.028892406;0.241017361;transmembrane protein 53;;;;ENSG00000126106
ENSRNOG00000019212;Tpp1;2775.272407;0.782665501;-0.353532241;0.130180536;-2.715707364;0.006613435;0.12269749;tripeptidyl peptidase 1;;;;ENSG00000166340
ENSRNOG00000019240;Ampd2;2407.240526;1.136690914;0.184840013;0.084368439;2.190866808;0.028461432;0.239770926;adenosine monophosphate deaminase 2;;;;ENSG00000116337
ENSRNOG00000019243;Glb1l;450.2176443;1.149098275;0.200502187;0.088258387;2.271763551;0.023100795;0.217604093;galactosidase; beta 1-like;;;ENSG00000163521
ENSRNOG00000019249;Ap3b2;8327.334638;1.139728326;0.188689975;0.072483201;2.603223535;0.009235172;0.142067726;adaptor related protein complex 3 subunit beta 2;;;;0
ENSRNOG00000019268;Pelp1;1969.233471;1.12194532;0.166002365;0.068172829;2.435022393;0.014890868;0.179663677;proline; glutamate and leucine rich protein 1;;;ENSG00000141456
ENSRNOG00000019271;Ulk4;1356.1472;1.265793326;0.340041866;0.113394025;2.998763517;0.002710776;0.083228156;unc-51 like kinase 4;;;;ENSG00000168038
ENSRNOG00000019283;P2ry2;57.1580272;0.490897972;-1.02650489;0.318023182;-3.227767494;0.001247603;0.056527675;purinergic receptor P2Y2;;;;ENSG00000175591
ENSRNOG00000019296;Gnat2;5.952593503;3.691320191;1.884136885;0.729505857;2.582757721;0.009801413;NA;G protein subunit alpha transducin 2;;;;ENSG00000134183
ENSRNOG00000019302;Stx4;1453.795173;0.816880069;-0.291803812;0.084673485;-3.446224177;0.000568479;0.040361978;syntaxin 4;;;;ENSG00000103496
